cohort_19_in,number_in_ss_cohort,region,la_code_9,la_code_3,la_name,gender,fsm,sen,l2_by19,l2_with_em_by19,l3_by19,l2_em_by16,l2_em_by19_belowat16,l2_by19_rate,l2_with_em_by19_rate,l3_by19_rate,l2_em_by19_belowat16_rate
2005,31700,a.North East,ALL,ALL,ALL,a.ALL,a.ALL,a.ALL,20660,13090,11970,11390,2050,65.17460017,41.27630043,37.74644333,10.07335926
2005,16110,a.North East,ALL,ALL,ALL,b.Male,a.ALL,a.ALL,9840,6250,5450,5230,1250,61.08040981,38.81403291,33.85904998,11.4984822
2005,15600,a.North East,ALL,ALL,ALL,c.Female,a.ALL,a.ALL,10820,6830,6510,6160,800,69.40241087,43.81892793,41.76070787,8.43220339
2005,25930,a.North East,ALL,ALL,ALL,a.ALL,b.Not eligible for FSM,a.ALL,18360,12170,11120,10680,1790,70.77581553,46.91910234,42.86265135,11.71921085
2005,5770,a.North East,ALL,ALL,ALL,a.ALL,c.Eligible for FSM,a.ALL,2310,920,850,710,260,39.98612797,15.90081498,14.73903243,5.104867432
2005,1237,a.North East,E06000001,805,Hartlepool,a.ALL,a.ALL,a.ALL,803,477,459,396,93,64.91511722,38.56103476,37.10590137,11.05826397
2005,624,a.North East,E06000001,805,Hartlepool,b.Male,a.ALL,a.ALL,382,229,203,185,52,61.21794872,36.69871795,32.53205128,11.84510251
2005,613,a.North East,E06000001,805,Hartlepool,c.Female,a.ALL,a.ALL,421,248,256,211,41,68.67862969,40.45676998,41.76182708,10.19900498
2005,957,a.North East,E06000001,805,Hartlepool,a.ALL,b.Not eligible for FSM,a.ALL,680,423,405,358,76,71.0553814,44.20062696,42.31974922,12.68781302
2005,280,a.North East,E06000001,805,Hartlepool,a.ALL,c.Eligible for FSM,a.ALL,123,54,54,38,17,43.92857143,19.28571429,19.28571429,7.024793388
2005,1923,a.North East,E06000002,806,Middlesbrough,a.ALL,a.ALL,a.ALL,1137,621,584,554,92,59.12636505,32.29329173,30.36921477,6.720233747
2005,971,a.North East,E06000002,806,Middlesbrough,b.Male,a.ALL,a.ALL,515,293,255,259,54,53.03810505,30.17507724,26.26158599,7.584269663
2005,952,a.North East,E06000002,806,Middlesbrough,c.Female,a.ALL,a.ALL,622,328,329,295,38,65.33613445,34.45378151,34.55882353,5.783866058
2005,1309,a.North East,E06000002,806,Middlesbrough,a.ALL,b.Not eligible for FSM,a.ALL,883,532,489,478,74,67.45607334,40.64171123,37.35676089,8.904933815
2005,614,a.North East,E06000002,806,Middlesbrough,a.ALL,c.Eligible for FSM,a.ALL,254,89,95,76,18,41.36807818,14.49511401,15.4723127,3.345724907
2005,2067,a.North East,E06000003,807,Redcar and Cleveland,a.ALL,a.ALL,a.ALL,1442,917,823,796,145,69.76294146,44.36381229,39.81615868,11.40833989
2005,1044,a.North East,E06000003,807,Redcar and Cleveland,b.Male,a.ALL,a.ALL,689,450,377,374,92,65.99616858,43.10344828,36.11111111,13.73134328
2005,1023,a.North East,E06000003,807,Redcar and Cleveland,c.Female,a.ALL,a.ALL,753,467,446,422,53,73.60703812,45.65004888,43.59726295,8.818635607
2005,1634,a.North East,E06000003,807,Redcar and Cleveland,a.ALL,b.Not eligible for FSM,a.ALL,1244,847,755,739,128,76.13219094,51.83598531,46.20563035,14.30167598
2005,433,a.North East,E06000003,807,Redcar and Cleveland,a.ALL,c.Eligible for FSM,a.ALL,198,70,68,57,17,45.72748268,16.16628176,15.70438799,4.521276596
2005,2461,a.North East,E06000004,808,Stockton-on-Tees,a.ALL,a.ALL,a.ALL,1677,1126,1012,929,223,68.14303129,45.75375863,41.12149533,14.55613577
2005,1250,a.North East,E06000004,808,Stockton-on-Tees,b.Male,a.ALL,a.ALL,801,542,459,424,135,64.08,43.36,36.72,16.34382567
2005,1211,a.North East,E06000004,808,Stockton-on-Tees,c.Female,a.ALL,a.ALL,876,584,553,505,88,72.33691164,48.22460776,45.66473988,12.46458924
2005,1997,a.North East,E06000004,808,Stockton-on-Tees,a.ALL,b.Not eligible for FSM,a.ALL,1486,1043,937,871,193,74.41161743,52.22834251,46.92038057,17.14031972
2005,464,a.North East,E06000004,808,Stockton-on-Tees,a.ALL,c.Eligible for FSM,a.ALL,191,83,75,58,30,41.1637931,17.88793103,16.1637931,7.389162562
2005,1116,a.North East,E06000005,841,Darlington,a.ALL,a.ALL,a.ALL,746,542,484,457,98,66.84587814,48.56630824,43.36917563,14.87101669
2005,536,a.North East,E06000005,841,Darlington,b.Male,a.ALL,a.ALL,327,235,211,191,55,61.00746269,43.84328358,39.36567164,15.94202899
2005,580,a.North East,E06000005,841,Darlington,c.Female,a.ALL,a.ALL,419,307,273,266,43,72.24137931,52.93103448,47.06896552,13.69426752
2005,973,a.North East,E06000005,841,Darlington,a.ALL,b.Not eligible for FSM,a.ALL,689,511,458,434,89,70.81192189,52.51798561,47.0709147,16.51205937
2005,143,a.North East,E06000005,841,Darlington,a.ALL,c.Eligible for FSM,a.ALL,57,31,26,23,9,39.86013986,21.67832168,18.18181818,7.5
2005,5851,a.North East,E06000047,840,Durham,a.ALL,a.ALL,a.ALL,3760,2254,2170,1929,404,64.26251923,38.52332935,37.08767732,10.3008669
2005,3054,a.North East,E06000047,840,Durham,b.Male,a.ALL,a.ALL,1819,1106,1009,919,243,59.56123117,36.21480026,33.03863785,11.38173302
2005,2797,a.North East,E06000047,840,Durham,c.Female,a.ALL,a.ALL,1941,1148,1161,1010,161,69.39578119,41.04397569,41.50875939,9.009513151
2005,4824,a.North East,E06000047,840,Durham,a.ALL,b.Not eligible for FSM,a.ALL,3392,2124,2058,1831,366,70.31509121,44.02985075,42.66169154,12.22853324
2005,1027,a.North East,E06000047,840,Durham,a.ALL,c.Eligible for FSM,a.ALL,368,130,112,98,38,35.83252191,12.65822785,10.90555015,4.090419806
2005,3832,a.North East,E06000048,929,Northumberland,a.ALL,a.ALL,a.ALL,2715,1864,1700,1707,204,70.85073069,48.64300626,44.36325678,9.6
2005,1932,a.North East,E06000048,929,Northumberland,b.Male,a.ALL,a.ALL,1310,889,767,780,139,67.80538302,46.01449275,39.69979296,12.06597222
2005,1900,a.North East,E06000048,929,Northumberland,c.Female,a.ALL,a.ALL,1405,975,933,927,65,73.94736842,51.31578947,49.10526316,6.68036999
2005,3410,a.North East,E06000048,929,Northumberland,a.ALL,b.Not eligible for FSM,a.ALL,2538,1793,1633,1653,182,74.42815249,52.58064516,47.88856305,10.35856574
2005,422,a.North East,E06000048,929,Northumberland,a.ALL,c.Eligible for FSM,a.ALL,177,71,67,54,22,41.94312796,16.82464455,15.87677725,5.97826087
2005,2299,a.North East,E08000020,390,Gateshead,a.ALL,a.ALL,a.ALL,1587,998,936,916,100,69.03001305,43.41017834,40.71335363,7.23065799
2005,1160,a.North East,E08000020,390,Gateshead,b.Male,a.ALL,a.ALL,758,462,415,405,65,65.34482759,39.82758621,35.77586207,8.609271523
2005,1139,a.North East,E08000020,390,Gateshead,c.Female,a.ALL,a.ALL,829,536,521,511,35,72.78314311,47.05882353,45.74187884,5.573248408
2005,1859,a.North East,E08000020,390,Gateshead,a.ALL,b.Not eligible for FSM,a.ALL,1393,918,856,847,85,74.93275955,49.38138784,46.04626143,8.399209486
2005,440,a.North East,E08000020,390,Gateshead,a.ALL,c.Eligible for FSM,a.ALL,194,80,80,69,15,44.09090909,18.18181818,18.18181818,4.043126685
2005,2780,a.North East,E08000021,391,Newcastle upon Tyne,a.ALL,a.ALL,a.ALL,1647,980,874,873,137,59.24460432,35.25179856,31.43884892,7.184058731
2005,1438,a.North East,E08000021,391,Newcastle upon Tyne,b.Male,a.ALL,a.ALL,804,496,419,436,78,55.91098748,34.49235049,29.13769124,7.784431138
2005,1342,a.North East,E08000021,391,Newcastle upon Tyne,c.Female,a.ALL,a.ALL,843,484,455,437,59,62.81669151,36.06557377,33.90461997,6.519337017
2005,2211,a.North East,E08000021,391,Newcastle upon Tyne,a.ALL,b.Not eligible for FSM,a.ALL,1442,904,802,812,114,65.21935776,40.88647671,36.27317956,8.148677627
2005,569,a.North East,E08000021,391,Newcastle upon Tyne,a.ALL,c.Eligible for FSM,a.ALL,205,76,72,61,23,36.02811951,13.35676626,12.65377856,4.527559055
2005,2204,a.North East,E08000022,392,North Tyneside,a.ALL,a.ALL,a.ALL,1424,961,838,831,151,64.60980036,43.60254083,38.02177858,10.997815
2005,1115,a.North East,E08000022,392,North Tyneside,b.Male,a.ALL,a.ALL,686,458,399,375,96,61.52466368,41.07623318,35.78475336,12.97297297
2005,1089,a.North East,E08000022,392,North Tyneside,c.Female,a.ALL,a.ALL,738,503,439,456,55,67.76859504,46.18916437,40.31221304,8.68878357
2005,1803,a.North East,E08000022,392,North Tyneside,a.ALL,b.Not eligible for FSM,a.ALL,1280,894,781,775,135,70.99278979,49.58402662,43.3166944,13.13229572
2005,401,a.North East,E08000022,392,North Tyneside,a.ALL,c.Eligible for FSM,a.ALL,144,67,57,56,16,35.91022444,16.70822943,14.21446384,4.637681159
2005,2139,a.North East,E08000023,393,South Tyneside,a.ALL,a.ALL,a.ALL,1401,861,795,758,128,65.49789621,40.25245442,37.16690042,9.268645909
2005,1046,a.North East,E08000023,393,South Tyneside,b.Male,a.ALL,a.ALL,650,386,339,323,76,62.1414914,36.90248566,32.40917782,10.51175657
2005,1093,a.North East,E08000023,393,South Tyneside,c.Female,a.ALL,a.ALL,751,475,456,435,52,68.70997255,43.45837145,41.7200366,7.902735562
2005,1730,a.North East,E08000023,393,South Tyneside,a.ALL,b.Not eligible for FSM,a.ALL,1221,779,727,698,104,70.57803468,45.02890173,42.02312139,10.07751938
2005,409,a.North East,E08000023,393,South Tyneside,a.ALL,c.Eligible for FSM,a.ALL,180,82,68,60,24,44.00977995,20.04889976,16.62591687,6.876790831
2005,3792,a.North East,E08000024,394,Sunderland,a.ALL,a.ALL,a.ALL,2322,1484,1291,1244,271,61.23417722,39.1350211,34.04535865,10.63579278
2005,1935,a.North East,E08000024,394,Sunderland,b.Male,a.ALL,a.ALL,1096,705,600,563,165,56.64082687,36.43410853,31.00775194,12.02623907
2005,1857,a.North East,E08000024,394,Sunderland,c.Female,a.ALL,a.ALL,1226,779,691,681,106,66.02046311,41.94938072,37.21055466,9.013605442
2005,3227,a.North East,E08000024,394,Sunderland,a.ALL,b.Not eligible for FSM,a.ALL,2107,1400,1215,1181,242,65.29284165,43.38394794,37.6510691,11.82795699
2005,565,a.North East,E08000024,394,Sunderland,a.ALL,c.Eligible for FSM,a.ALL,215,84,76,63,29,38.05309735,14.86725664,13.45132743,5.77689243
2005,83980,b.North West,ALL,ALL,ALL,a.ALL,a.ALL,a.ALL,55610,37800,33950,33320,5460,66.21499333,45.00738236,40.42912936,10.77032388
2005,42500,b.North West,ALL,ALL,ALL,b.Male,a.ALL,a.ALL,26120,17850,15180,15350,3150,61.45990211,42.00395331,35.72806852,11.6067482
2005,41490,b.North West,ALL,ALL,ALL,c.Female,a.ALL,a.ALL,29490,19950,18770,17970,2310,71.08561512,48.08378326,45.24440802,9.804838641
2005,68080,b.North West,ALL,ALL,ALL,a.ALL,b.Not eligible for FSM,a.ALL,48890,34580,31090,30750,4630,71.80647151,50.79094634,45.65897507,12.41128103
2005,15900,b.North West,ALL,ALL,ALL,a.ALL,c.Eligible for FSM,a.ALL,6720,3220,2870,2570,820,42.27407081,20.24400981,18.03660147,6.174043511
2005,1671,b.North West,E06000006,876,Halton,a.ALL,a.ALL,a.ALL,1009,670,577,601,89,60.38300419,40.09575105,34.53022142,8.317757009
2005,868,b.North West,E06000006,876,Halton,b.Male,a.ALL,a.ALL,472,325,258,285,55,54.37788018,37.44239631,29.7235023,9.433962264
2005,803,b.North West,E06000006,876,Halton,c.Female,a.ALL,a.ALL,537,345,319,316,34,66.87422167,42.96388543,39.7260274,6.981519507
2005,1292,b.North West,E06000006,876,Halton,a.ALL,b.Not eligible for FSM,a.ALL,870,602,521,544,77,67.3374613,46.59442724,40.3250774,10.29411765
2005,379,b.North West,E06000006,876,Halton,a.ALL,c.Eligible for FSM,a.ALL,139,68,56,57,12,36.67546174,17.94195251,14.77572559,3.726708075
2005,2519,b.North West,E06000007,877,Warrington,a.ALL,a.ALL,a.ALL,1735,1202,1138,1060,168,68.87653831,47.71734815,45.1766574,11.51473612
2005,1277,b.North West,E06000007,877,Warrington,b.Male,a.ALL,a.ALL,804,564,508,498,86,62.96006265,44.1660141,39.7807361,11.03979461
2005,1242,b.North West,E06000007,877,Warrington,c.Female,a.ALL,a.ALL,931,638,630,562,82,74.95974235,51.36876006,50.72463768,12.05882353
2005,2262,b.North West,E06000007,877,Warrington,a.ALL,b.Not eligible for FSM,a.ALL,1633,1156,1102,1021,159,72.19274978,51.10521662,48.71794872,12.81224819
2005,257,b.North West,E06000007,877,Warrington,a.ALL,c.Eligible for FSM,a.ALL,102,46,36,39,9,39.68871595,17.89883268,14.0077821,4.128440367
2005,1857,b.North West,E06000008,889,Blackburn with Darwen,a.ALL,a.ALL,a.ALL,1190,746,705,579,187,64.08185245,40.17232095,37.9644588,14.63223787
2005,926,b.North West,E06000008,889,Blackburn with Darwen,b.Male,a.ALL,a.ALL,555,336,302,227,122,59.93520518,36.28509719,32.61339093,17.45350501
2005,931,b.North West,E06000008,889,Blackburn with Darwen,c.Female,a.ALL,a.ALL,635,410,403,352,65,68.20622986,44.0386681,43.2867884,11.22625216
2005,1397,b.North West,E06000008,889,Blackburn with Darwen,a.ALL,b.Not eligible for FSM,a.ALL,975,637,602,501,154,69.79241231,45.59770938,43.09234073,17.1875
2005,460,b.North West,E06000008,889,Blackburn with Darwen,a.ALL,c.Eligible for FSM,a.ALL,215,109,103,78,33,46.73913043,23.69565217,22.39130435,8.638743455
2005,1490,b.North West,E06000009,890,Blackpool,a.ALL,a.ALL,a.ALL,836,528,441,418,143,56.10738255,35.43624161,29.59731544,13.33955224
2005,754,b.North West,E06000009,890,Blackpool,b.Male,a.ALL,a.ALL,420,267,210,202,83,55.70291777,35.41114058,27.85145889,15.03623188
2005,736,b.North West,E06000009,890,Blackpool,c.Female,a.ALL,a.ALL,416,261,231,216,60,56.52173913,35.46195652,31.38586957,11.53846154
2005,1192,b.North West,E06000009,890,Blackpool,a.ALL,b.Not eligible for FSM,a.ALL,725,479,405,387,121,60.82214765,40.18456376,33.97651007,15.0310559
2005,298,b.North West,E06000009,890,Blackpool,a.ALL,c.Eligible for FSM,a.ALL,111,49,36,31,22,37.24832215,16.44295302,12.08053691,8.239700375
2005,3848,b.North West,E06000049,895,Cheshire East,a.ALL,a.ALL,a.ALL,2908,2208,2050,2055,197,75.57172557,57.38045738,53.27442827,10.98717234
2005,1822,b.North West,E06000049,895,Cheshire East,b.Male,a.ALL,a.ALL,1271,953,868,864,117,69.75850714,52.30515917,47.63995609,12.21294363
2005,2026,b.North West,E06000049,895,Cheshire East,c.Female,a.ALL,a.ALL,1637,1255,1182,1191,80,80.79960513,61.94471866,58.34155972,9.580838323
2005,3551,b.North West,E06000049,895,Cheshire East,a.ALL,b.Not eligible for FSM,a.ALL,2795,2146,1990,1998,186,78.71022247,60.43368065,56.04055196,11.97681906
2005,297,b.North West,E06000049,895,Cheshire East,a.ALL,c.Eligible for FSM,a.ALL,113,62,60,57,11,38.04713805,20.87542088,20.2020202,4.583333333
2005,4068,b.North West,E06000050,896,Cheshire West and Chester,a.ALL,a.ALL,a.ALL,2866,2087,1871,1882,253,70.45231072,51.30285152,45.99311701,11.5736505
2005,2024,b.North West,E06000050,896,Cheshire West and Chester,b.Male,a.ALL,a.ALL,1319,971,838,873,142,65.16798419,47.9743083,41.40316206,12.33709818
2005,2044,b.North West,E06000050,896,Cheshire West and Chester,c.Female,a.ALL,a.ALL,1547,1116,1033,1009,111,75.68493151,54.59882583,50.53816047,10.72463768
2005,3630,b.North West,E06000050,896,Cheshire West and Chester,a.ALL,b.Not eligible for FSM,a.ALL,2687,1995,1807,1804,234,74.02203857,54.95867769,49.77961433,12.81489595
2005,438,b.North West,E06000050,896,Cheshire West and Chester,a.ALL,c.Eligible for FSM,a.ALL,179,92,64,78,19,40.86757991,21.00456621,14.61187215,5.277777778
2005,3479,b.North West,E08000001,350,Bolton,a.ALL,a.ALL,a.ALL,2280,1514,1387,1318,231,65.53607358,43.51825237,39.8677781,10.6894956
2005,1807,b.North West,E08000001,350,Bolton,b.Male,a.ALL,a.ALL,1070,735,631,624,134,59.21416713,40.67515219,34.9197565,11.3271344
2005,1672,b.North West,E08000001,350,Bolton,c.Female,a.ALL,a.ALL,1210,779,756,694,97,72.36842105,46.59090909,45.215311,9.918200409
2005,2983,b.North West,E08000001,350,Bolton,a.ALL,b.Not eligible for FSM,a.ALL,2091,1410,1297,1248,192,70.09721757,47.26785116,43.4797184,11.06628242
2005,496,b.North West,E08000001,350,Bolton,a.ALL,c.Eligible for FSM,a.ALL,189,104,90,70,39,38.10483871,20.96774194,18.14516129,9.154929577
2005,2220,b.North West,E08000002,351,Bury,a.ALL,a.ALL,a.ALL,1576,1161,940,1057,127,70.99099099,52.2972973,42.34234234,10.92003439
2005,1151,b.North West,E08000002,351,Bury,b.Male,a.ALL,a.ALL,760,544,435,481,73,66.02953953,47.26324935,37.79322328,10.89552239
2005,1069,b.North West,E08000002,351,Bury,c.Female,a.ALL,a.ALL,816,617,505,576,54,76.33302152,57.71749298,47.2404116,10.95334686
2005,1949,b.North West,E08000002,351,Bury,a.ALL,b.Not eligible for FSM,a.ALL,1442,1085,885,994,110,73.98665983,55.66957414,45.40790149,11.51832461
2005,271,b.North West,E08000002,351,Bury,a.ALL,c.Eligible for FSM,a.ALL,134,76,55,63,17,49.44649446,28.04428044,20.29520295,8.173076923
2005,4491,b.North West,E08000003,352,Manchester,a.ALL,a.ALL,a.ALL,2434,1404,1375,1169,291,54.19728346,31.26252505,30.61678913,8.759783263
2005,2203,b.North West,E08000003,352,Manchester,b.Male,a.ALL,a.ALL,1076,620,583,499,151,48.84248752,28.14344076,26.46391285,8.861502347
2005,2288,b.North West,E08000003,352,Manchester,c.Female,a.ALL,a.ALL,1358,784,792,670,140,59.35314685,34.26573427,34.61538462,8.652657602
2005,2648,b.North West,E08000003,352,Manchester,a.ALL,b.Not eligible for FSM,a.ALL,1634,1005,981,843,197,61.70694864,37.95317221,37.04682779,10.91412742
2005,1843,b.North West,E08000003,352,Manchester,a.ALL,c.Eligible for FSM,a.ALL,800,399,394,326,94,43.40748779,21.64948454,21.37818774,6.196440343
2005,3084,b.North West,E08000004,353,Oldham,a.ALL,a.ALL,a.ALL,1909,1257,1198,1016,273,61.9001297,40.75875486,38.84565499,13.20116054
2005,1587,b.North West,E08000004,353,Oldham,b.Male,a.ALL,a.ALL,880,591,523,472,143,55.4505356,37.24007561,32.9552615,12.82511211
2005,1497,b.North West,E08000004,353,Oldham,c.Female,a.ALL,a.ALL,1029,666,675,544,130,68.73747495,44.48897796,45.09018036,13.64113326
2005,2446,b.North West,E08000004,353,Oldham,a.ALL,b.Not eligible for FSM,a.ALL,1648,1126,1067,944,210,67.37530662,46.03434178,43.62224039,13.98135819
2005,638,b.North West,E08000004,353,Oldham,a.ALL,c.Eligible for FSM,a.ALL,261,131,131,72,63,40.90909091,20.53291536,20.53291536,11.13074205
2005,2619,b.North West,E08000005,354,Rochdale,a.ALL,a.ALL,a.ALL,1557,1001,876,845,190,59.45017182,38.22069492,33.44788087,10.7102593
2005,1282,b.North West,E08000005,354,Rochdale,b.Male,a.ALL,a.ALL,682,448,367,368,100,53.19812793,34.94539782,28.62714509,10.94091904
2005,1337,b.North West,E08000005,354,Rochdale,c.Female,a.ALL,a.ALL,875,553,509,477,90,65.44502618,41.36125654,38.07030666,10.46511628
2005,1958,b.North West,E08000005,354,Rochdale,a.ALL,b.Not eligible for FSM,a.ALL,1271,866,753,744,153,64.91317671,44.2288049,38.45760981,12.6029654
2005,661,b.North West,E08000005,354,Rochdale,a.ALL,c.Eligible for FSM,a.ALL,286,135,123,101,37,43.2677761,20.42360061,18.60816944,6.607142857
2005,2418,b.North West,E08000006,355,Salford,a.ALL,a.ALL,a.ALL,1407,840,768,725,140,58.18858561,34.73945409,31.7617866,8.269344359
2005,1255,b.North West,E08000006,355,Salford,b.Male,a.ALL,a.ALL,667,385,333,317,83,53.14741036,30.67729084,26.53386454,8.848614072
2005,1163,b.North West,E08000006,355,Salford,c.Female,a.ALL,a.ALL,740,455,435,408,57,63.62854686,39.12295787,37.40326741,7.549668874
2005,1927,b.North West,E08000006,355,Salford,a.ALL,b.Not eligible for FSM,a.ALL,1220,765,693,665,116,63.31084587,39.69901401,35.96263622,9.191759113
2005,491,b.North West,E08000006,355,Salford,a.ALL,c.Eligible for FSM,a.ALL,187,75,75,60,24,38.08553971,15.27494908,15.27494908,5.568445476
2005,3214,b.North West,E08000007,356,Stockport,a.ALL,a.ALL,a.ALL,2289,1699,1463,1511,225,71.21966397,52.86247666,45.51960174,13.21197886
2005,1646,b.North West,E08000007,356,Stockport,b.Male,a.ALL,a.ALL,1102,822,670,715,136,66.95018226,49.93924666,40.70473876,14.60794844
2005,1568,b.North West,E08000007,356,Stockport,c.Female,a.ALL,a.ALL,1187,877,793,796,89,75.70153061,55.93112245,50.57397959,11.52849741
2005,2810,b.North West,E08000007,356,Stockport,a.ALL,b.Not eligible for FSM,a.ALL,2116,1613,1385,1437,210,75.3024911,57.40213523,49.28825623,15.29497451
2005,404,b.North West,E08000007,356,Stockport,a.ALL,c.Eligible for FSM,a.ALL,173,86,78,74,15,42.82178218,21.28712871,19.30693069,4.545454545
2005,2908,b.North West,E08000008,357,Tameside,a.ALL,a.ALL,a.ALL,1861,1147,1036,1003,177,63.99587345,39.44291609,35.6258597,9.291338583
2005,1493,b.North West,E08000008,357,Tameside,b.Male,a.ALL,a.ALL,911,559,479,481,102,61.01808439,37.44139317,32.08305425,10.07905138
2005,1415,b.North West,E08000008,357,Tameside,c.Female,a.ALL,a.ALL,950,588,557,522,75,67.13780919,41.55477032,39.3639576,8.398656215
2005,2396,b.North West,E08000008,357,Tameside,a.ALL,b.Not eligible for FSM,a.ALL,1620,1032,945,907,154,67.61268781,43.07178631,39.44073456,10.34251175
2005,512,b.North West,E08000008,357,Tameside,a.ALL,c.Eligible for FSM,a.ALL,241,115,91,96,23,47.0703125,22.4609375,17.7734375,5.528846154
2005,2847,b.North West,E08000009,358,Trafford,a.ALL,a.ALL,a.ALL,2067,1628,1428,1542,121,72.60273973,57.18299965,50.15806112,9.272030651
2005,1453,b.North West,E08000009,358,Trafford,b.Male,a.ALL,a.ALL,1022,811,700,765,72,70.33723331,55.81555403,48.1761872,10.46511628
2005,1394,b.North West,E08000009,358,Trafford,c.Female,a.ALL,a.ALL,1045,817,728,777,49,74.96413199,58.60832138,52.22381636,7.94165316
2005,2501,b.North West,E08000009,358,Trafford,a.ALL,b.Not eligible for FSM,a.ALL,1903,1535,1353,1458,101,76.08956417,61.37544982,54.09836066,9.683604986
2005,346,b.North West,E08000009,358,Trafford,a.ALL,c.Eligible for FSM,a.ALL,164,93,75,84,20,47.39884393,26.87861272,21.67630058,7.633587786
2005,4095,b.North West,E08000010,359,Wigan,a.ALL,a.ALL,a.ALL,2741,1853,1583,1655,231,66.93528694,45.25030525,38.65689866,9.467213115
2005,2070,b.North West,E08000010,359,Wigan,b.Male,a.ALL,a.ALL,1293,870,676,754,136,62.46376812,42.02898551,32.65700483,10.3343465
2005,2025,b.North West,E08000010,359,Wigan,c.Female,a.ALL,a.ALL,1448,983,907,901,95,71.50617284,48.54320988,44.79012346,8.451957295
2005,3547,b.North West,E08000010,359,Wigan,a.ALL,b.Not eligible for FSM,a.ALL,2541,1748,1505,1565,213,71.63800395,49.28108261,42.43022272,10.74672048
2005,548,b.North West,E08000010,359,Wigan,a.ALL,c.Eligible for FSM,a.ALL,200,105,78,90,18,36.49635036,19.16058394,14.23357664,3.930131004
2005,1972,b.North West,E08000011,340,Knowsley,a.ALL,a.ALL,a.ALL,1005,520,446,414,146,50.96348884,26.36916836,22.61663286,9.370988447
2005,1033,b.North West,E08000011,340,Knowsley,b.Male,a.ALL,a.ALL,481,241,188,181,83,46.56340755,23.33010649,18.19941917,9.741784038
2005,939,b.North West,E08000011,340,Knowsley,c.Female,a.ALL,a.ALL,524,279,258,233,63,55.80404686,29.71246006,27.47603834,8.923512748
2005,1140,b.North West,E08000011,340,Knowsley,a.ALL,b.Not eligible for FSM,a.ALL,682,387,327,324,87,59.8245614,33.94736842,28.68421053,10.66176471
2005,832,b.North West,E08000011,340,Knowsley,a.ALL,c.Eligible for FSM,a.ALL,323,133,119,90,59,38.82211538,15.98557692,14.30288462,7.95148248
2005,5651,b.North West,E08000012,341,Liverpool,a.ALL,a.ALL,a.ALL,3382,1975,1916,1715,328,59.84781455,34.94956645,33.90550345,8.333333333
2005,2887,b.North West,E08000012,341,Liverpool,b.Male,a.ALL,a.ALL,1549,939,833,808,176,53.65431244,32.52511257,28.85348112,8.465608466
2005,2764,b.North West,E08000012,341,Liverpool,c.Female,a.ALL,a.ALL,1833,1036,1083,907,152,66.31693198,37.48191027,39.18234443,8.185245019
2005,3732,b.North West,E08000012,341,Liverpool,a.ALL,b.Not eligible for FSM,a.ALL,2591,1658,1588,1452,253,69.42658092,44.42658092,42.55091104,11.09649123
2005,1919,b.North West,E08000012,341,Liverpool,a.ALL,c.Eligible for FSM,a.ALL,791,317,328,263,75,41.2193851,16.51902032,17.09223554,4.528985507
2005,2273,b.North West,E08000013,342,St. Helens,a.ALL,a.ALL,a.ALL,1482,901,880,794,133,65.20017598,39.63924329,38.71535416,8.992562542
2005,1165,b.North West,E08000013,342,St. Helens,b.Male,a.ALL,a.ALL,704,452,401,402,69,60.42918455,38.79828326,34.42060086,9.043250328
2005,1108,b.North West,E08000013,342,St. Helens,c.Female,a.ALL,a.ALL,778,449,479,392,64,70.2166065,40.5234657,43.23104693,8.938547486
2005,1814,b.North West,E08000013,342,St. Helens,a.ALL,b.Not eligible for FSM,a.ALL,1319,836,817,737,120,72.71223815,46.08599779,45.03858875,11.14206128
2005,459,b.North West,E08000013,342,St. Helens,a.ALL,c.Eligible for FSM,a.ALL,163,65,63,57,13,35.51198257,14.16122004,13.7254902,3.233830846
2005,3649,b.North West,E08000014,343,Sefton,a.ALL,a.ALL,a.ALL,2651,1786,1623,1637,183,72.65004111,48.94491642,44.47793916,9.095427435
2005,1839,b.North West,E08000014,343,Sefton,b.Male,a.ALL,a.ALL,1274,862,743,789,96,69.27678086,46.87330071,40.4023926,9.142857143
2005,1810,b.North West,E08000014,343,Sefton,c.Female,a.ALL,a.ALL,1377,924,880,848,87,76.07734807,51.04972376,48.61878453,9.043659044
2005,2968,b.North West,E08000014,343,Sefton,a.ALL,b.Not eligible for FSM,a.ALL,2301,1635,1489,1510,157,77.52695418,55.08760108,50.16846361,10.76817558
2005,681,b.North West,E08000014,343,Sefton,a.ALL,c.Eligible for FSM,a.ALL,350,151,134,127,26,51.39500734,22.1732746,19.67694567,4.693140794
2005,4065,b.North West,E08000015,344,Wirral,a.ALL,a.ALL,a.ALL,2766,1944,1701,1772,207,68.04428044,47.82287823,41.84501845,9.027474924
2005,2054,b.North West,E08000015,344,Wirral,b.Male,a.ALL,a.ALL,1307,934,767,833,129,63.63193768,45.47224927,37.34177215,10.56511057
2005,2011,b.North West,E08000015,344,Wirral,c.Female,a.ALL,a.ALL,1459,1010,934,939,78,72.55096967,50.22376927,46.44455495,7.276119403
2005,2922,b.North West,E08000015,344,Wirral,a.ALL,b.Not eligible for FSM,a.ALL,2277,1694,1510,1558,162,77.92607803,57.97399042,51.67693361,11.87683284
2005,1143,b.North West,E08000015,344,Wirral,a.ALL,c.Eligible for FSM,a.ALL,489,250,191,214,45,42.78215223,21.87226597,16.7104112,4.843918192
